stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00005804,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005804.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005804.png,384,512,0.6166,6,1,"[60, 68, 69, 73, 80, 103]","['onion', 'pepper', 'pie', 'pork', 'rice', 'background']","['medium', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.2763,2.4168,medium,2.2763,2.5526,none
00005805,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005805.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005805.png,333,512,0.7003,7,1,"[15, 25, 57, 73, 91, 92, 103]","['carrot', 'corn', 'noodles', 'pork', 'spring onion', 'steak', 'background']","['head', 'medium', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.369,2.4994,medium,2.3689999999999998,2.738,none
00005806,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005806.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005806.png,1024,576,0.2648,4,1,"[20, 65, 93, 103]","['cherry', 'peach', 'strawberry', 'background']","['medium', 'tail', 'medium', 'background']",True,False,0.4095,3.4204,hard,1.8094999999999999,3.819,none
00005807,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005807.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005807.png,512,392,0.731,3,1,"[13, 93, 103]","['cake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1164,1.4380000000000002,easy,2.6164,1.6328,none
00005808,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005808.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005808.png,383,512,0.3611,4,1,"[21, 23, 30, 103]","['chicken duck', 'cilantro mint', 'egg', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1543,2.4278,medium,2.1543,2.3086,none
00005809,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005809.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005809.png,600,800,0.3248,4,1,"[13, 22, 93, 103]","['cake', 'chocolate', 'strawberry', 'background']","['medium', 'tail', 'medium', 'background']",True,False,0.2808,3.3004,hard,1.6808,3.5616,none
00005810,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005810.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005810.png,451,512,0.6483,5,1,"[11, 15, 57, 92, 103]","['broccoli', 'carrot', 'noodles', 'steak', 'background']","['head', 'head', 'medium', 'head', 'background']",False,False,0.1996,2.1034,easy,2.6996,1.7992,none
00005811,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005811.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005811.png,384,512,0.5204,6,1,"[4, 69, 74, 80, 82, 103]","['avocado', 'pie', 'potato', 'rice', 'sauce', 'background']","['tail', 'medium', 'head', 'medium', 'head', 'background']",True,False,0.3341,3.4092000000000002,hard,1.7341000000000002,3.6682,none
00005812,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005812.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005812.png,400,400,0.4625,6,2,"[27, 60, 73, 82, 83, 103]","['cucumber', 'onion', 'pork', 'sauce', 'sausage', 'background']","['medium', 'medium', 'medium', 'head', 'medium', 'background']",False,False,0.2819,2.875,hard,1.6819000000000002,3.5638,none
00005813,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005813.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005813.png,256,256,0.6214,5,1,"[25, 60, 74, 92, 103]","['corn', 'onion', 'potato', 'steak', 'background']","['medium', 'medium', 'head', 'head', 'background']",False,False,0.1921,2.1572,easy,2.6921,1.7841999999999998,none
00005814,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005814.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005814.png,384,512,0.4795,5,1,"[15, 21, 23, 64, 103]","['carrot', 'chicken duck', 'cilantro mint', 'pasta', 'background']","['head', 'head', 'head', 'medium', 'background']",False,False,0.2181,2.441,medium,2.2180999999999997,2.4362,none
00005815,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005815.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005815.png,550,539,0.3827,3,8,"[8, 30, 103]","['biscuit', 'egg', 'background']","['medium', 'medium', 'background']",False,False,0.1549,3.1845999999999997,hard,1.5549,3.3098,none
00005816,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005816.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005816.png,1024,576,0.3225,5,3,"[21, 25, 37, 76, 103]","['chicken duck', 'corn', 'french fries', 'pumpkin', 'background']","['head', 'medium', 'medium', 'tail', 'background']",True,False,0.3569,3.8549999999999995,hard,1.7569,3.7138,none
00005817,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005817.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005817.png,512,384,0.3593,4,1,"[52, 69, 96, 103]","['lettuce', 'pie', 'tomato', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1472,2.4314,medium,2.1471999999999998,2.2944,none
00005818,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005818.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005818.png,384,512,0.8028,3,1,"[9, 13, 103]","['blueberry', 'cake', 'background']","['medium', 'medium', 'background']",False,False,0.1495,1.2944,easy,2.6494999999999997,1.6989999999999998,none
00005819,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005819.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005819.png,384,512,0.8071,5,1,"[23, 37, 39, 82, 103]","['cilantro mint', 'french fries', 'garlic', 'sauce', 'background']","['head', 'medium', 'tail', 'head', 'background']",True,False,0.3094,2.5858,medium,2.3094,2.6188000000000002,none
00005820,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005820.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005820.png,1024,1024,0.2082,6,2,"[10, 46, 60, 68, 83, 103]","['bread', 'juice', 'onion', 'pepper', 'sausage', 'background']","['head', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.341,3.3836000000000004,hard,1.741,3.682,none
00005821,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005821.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005821.png,384,512,0.5086,5,2,"[15, 27, 45, 68, 103]","['carrot', 'cucumber', 'ice cream', 'pepper', 'background']","['head', 'medium', 'head', 'medium', 'background']",False,False,0.1989,2.5328,medium,2.1989,2.3978,none
00005822,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005822.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005822.png,640,480,0.3741,7,1,"[10, 27, 38, 52, 82, 96, 103]","['bread', 'cucumber', 'fried meat', 'lettuce', 'sauce', 'tomato', 'background']","['head', 'medium', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.3044,3.1517999999999997,hard,1.7044000000000001,3.6088,none
00005823,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005823.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005823.png,273,410,0.5396,3,1,"[8, 9, 103]","['biscuit', 'blueberry', 'background']","['medium', 'medium', 'background']",False,False,0.1696,1.8208,easy,2.6696,1.7391999999999999,none
00005824,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005824.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005824.png,384,512,0.6008,3,2,"[8, 82, 103]","['biscuit', 'sauce', 'background']","['medium', 'head', 'background']",False,False,0.1194,1.8484,easy,2.6193999999999997,1.6387999999999998,none
00005825,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005825.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005825.png,512,384,0.8069,4,1,"[46, 61, 62, 103]","['juice', 'orange', 'other ingredients', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2747,1.5362,easy,2.7747,1.9493999999999998,none
00005826,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005826.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005826.png,512,439,0.6518,4,1,"[51, 61, 101, 103]","['lemon', 'orange', 'wine', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2613,1.8464,easy,2.7613,1.9226,none
00005827,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005827.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005827.png,512,384,0.5175,4,1,"[11, 21, 80, 103]","['broccoli', 'chicken duck', 'rice', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1268,2.115,easy,2.6268000000000002,1.6536,none
00005828,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005828.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005828.png,1024,1365,0.5188,4,1,"[25, 35, 64, 103]","['corn', 'fish', 'pasta', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2247,2.1124,easy,2.7247,1.8494000000000002,none
00005829,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005829.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005829.png,1024,768,0.3141,4,3,"[21, 25, 57, 103]","['chicken duck', 'corn', 'noodles', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1782,2.8217999999999996,medium,2.1782,2.3564,none
00005830,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005830.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005830.png,256,256,0.3543,4,2,"[4, 69, 82, 103]","['avocado', 'pie', 'sauce', 'background']","['tail', 'medium', 'head', 'background']",True,False,0.2464,3.3914,hard,1.6463999999999999,3.4928,none
00005831,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005831.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005831.png,385,512,0.8328,6,1,"[11, 15, 21, 57, 82, 103]","['broccoli', 'carrot', 'chicken duck', 'noodles', 'sauce', 'background']","['head', 'head', 'head', 'medium', 'head', 'background']",False,False,0.2345,1.9844,easy,2.7344999999999997,1.8689999999999998,none
00005832,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005832.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005832.png,1024,1820,0.5544,4,1,"[27, 35, 52, 103]","['cucumber', 'fish', 'lettuce', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.1767,2.0412,easy,2.6767000000000003,1.7534,none
00005833,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005833.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005833.png,1024,1024,0.4986,5,2,"[10, 19, 27, 100, 103]","['bread', 'cheese butter', 'cucumber', 'white radish', 'background']","['head', 'medium', 'medium', 'tail', 'background']",True,False,0.3624,3.3528000000000002,hard,1.7624,3.7248,none
00005834,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005834.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005834.png,256,256,0.7573,4,1,"[15, 21, 74, 103]","['carrot', 'chicken duck', 'potato', 'background']","['head', 'head', 'head', 'background']",False,False,0.1111,1.6354000000000002,easy,2.6111,1.6221999999999999,none
00005835,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005835.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005835.png,1024,1712,0.4746,4,2,"[12, 64, 73, 103]","['cabbage', 'pasta', 'pork', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2621,2.3508,medium,2.2621,2.5242,none
00005836,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005836.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005836.png,256,256,0.3252,3,2,"[82, 87, 103]","['sauce', 'shrimp', 'background']","['head', 'medium', 'background']",False,False,0.1567,2.3996000000000004,medium,2.1567,2.3134,none
00005837,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005837.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005837.png,385,512,0.7279,6,1,"[11, 15, 21, 74, 82, 103]","['broccoli', 'carrot', 'chicken duck', 'potato', 'sauce', 'background']","['head', 'head', 'head', 'head', 'head', 'background']",False,False,0.1883,2.1942,easy,2.6883,1.7766000000000002,none
00005838,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005838.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005838.png,444,512,0.5287,6,1,"[15, 17, 23, 60, 73, 103]","['carrot', 'cauliflower', 'cilantro mint', 'onion', 'pork', 'background']","['head', 'medium', 'head', 'medium', 'medium', 'background']",False,False,0.2725,2.5926,medium,2.2725,2.545,none
00005839,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005839.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005839.png,303,350,0.2793,4,1,"[11, 91, 92, 103]","['broccoli', 'spring onion', 'steak', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1814,2.5914,medium,2.1814,2.3628,none
00005840,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005840.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005840.png,256,256,0.3771,4,3,"[10, 61, 82, 103]","['bread', 'orange', 'sauce', 'background']","['head', 'medium', 'head', 'background']",False,False,0.153,2.6958,medium,2.153,2.306,none
00005841,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005841.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005841.png,256,256,0.4781,4,1,"[3, 50, 74, 103]","['asparagus', 'lamb', 'potato', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.2505,2.1938,easy,2.7504999999999997,1.9009999999999998,none
00005842,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005842.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005842.png,1024,1024,0.5417,4,2,"[3, 30, 39, 103]","['asparagus', 'egg', 'garlic', 'background']","['medium', 'medium', 'tail', 'background']",True,False,0.2971,3.0166000000000004,hard,1.6970999999999998,3.5942,none
00005843,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005843.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005843.png,750,1000,0.3709,4,1,"[23, 30, 96, 103]","['cilantro mint', 'egg', 'tomato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1555,2.4082,medium,2.1555,2.311,none
00005844,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005844.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005844.png,384,512,0.502,5,1,"[15, 39, 74, 92, 103]","['carrot', 'garlic', 'potato', 'steak', 'background']","['head', 'tail', 'head', 'head', 'background']",True,False,0.2577,3.1959999999999997,hard,1.6577000000000002,3.5154,none
00005845,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005845.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005845.png,341,512,0.8187,3,2,"[38, 82, 103]","['fried meat', 'sauce', 'background']","['medium', 'head', 'background']",False,False,0.1223,1.4126,easy,2.6223,1.6446,none
00005846,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005846.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005846.png,383,512,0.489,4,1,"[61, 78, 93, 103]","['orange', 'raspberry', 'strawberry', 'background']","['medium', 'tail', 'medium', 'background']",True,False,0.2899,2.9719999999999995,hard,1.6899000000000002,3.5798,none
00005847,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005847.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005847.png,384,512,0.7153,5,1,"[15, 60, 73, 82, 103]","['carrot', 'onion', 'pork', 'sauce', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1815,1.9693999999999998,easy,2.6814999999999998,1.763,none
00005848,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005848.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005848.png,384,512,0.8043,6,1,"[10, 38, 52, 60, 92, 103]","['bread', 'fried meat', 'lettuce', 'onion', 'steak', 'background']","['head', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.2709,2.0414,easy,2.7709,1.9417999999999997,none
00005849,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005849.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005849.png,366,512,0.7352,4,1,"[11, 21, 80, 103]","['broccoli', 'chicken duck', 'rice', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1268,1.6796000000000002,easy,2.6268000000000002,1.6536,none
00005850,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005850.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005850.png,384,512,0.8794,3,1,"[49, 93, 103]","['kiwi', 'strawberry', 'background']","['tail', 'medium', 'background']",True,False,0.231,1.9412,easy,2.731,1.862,none
00005851,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005851.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005851.png,1024,1536,0.2433,4,3,"[12, 60, 68, 103]","['cabbage', 'onion', 'pepper', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2323,2.9634,hard,1.6322999999999999,3.4646,none
00005852,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005852.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005852.png,204,307,0.4498,5,1,"[13, 45, 51, 93, 103]","['cake', 'ice cream', 'lemon', 'strawberry', 'background']","['medium', 'head', 'medium', 'medium', 'background']",False,False,0.2145,2.5004,medium,2.2145,2.4290000000000003,none
00005853,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005853.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005853.png,256,256,0.7268,3,1,"[22, 93, 103]","['chocolate', 'strawberry', 'background']","['tail', 'medium', 'background']",True,False,0.2186,2.2464000000000004,easy,2.7186,1.8372000000000002,none
00005854,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005854.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005854.png,350,272,0.412,4,1,"[23, 45, 93, 103]","['cilantro mint', 'ice cream', 'strawberry', 'background']","['head', 'head', 'medium', 'background']",False,False,0.143,2.326,medium,2.143,2.286,none
00005855,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005855.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005855.png,204,307,0.5317,5,1,"[15, 21, 58, 80, 103]","['carrot', 'chicken duck', 'okra', 'rice', 'background']","['head', 'head', 'extreme_tail', 'medium', 'background']",False,True,0.7002,3.5366,hard,2.1002,5.9004,none
